 sampling:128, subject:ERIK                                                                            , labels:COUNTER INTERPOLATED AF3 F7 F3 FC5 T7 P7 O1 O2 P8 T8 FC6 F4 F8 AF4 RAW_CQ GYROX GYROY MARKER MARKER_HARDWARE SYNC TIME_STAMP_s TIME_STAMP_ms CQ_AF3 CQ_F7 CQ_F3 CQ_FC5 CQ_T7 CQ_P7 CQ_O1 CQ_O2 CQ_P8 CQ_T8 CQ_FC6 CQ_F4 CQ_F8 CQ_AF4 CQ_CMS CQ_DRL, chan:40, units:emotiv,,,,,,,,,
4196.922852,4213.333008,4197.436035,4196.410156,4203.589844,4196.922852,4195.384277,4197.94873,4201.538574,4214.871582,4190.256348,4085.640869,4201.025391,4194.871582
4216.410156,4245.12793,4195.897461,4196.922852,4202.563965,4196.410156,4196.410156,4198.461426,4207.179199,4232.820313,4190.256348,4084.615234,4206.153809,4196.410156
4221.538574,4262.563965,4195.384277,4196.922852,4201.025391,4195.897461,4195.384277,4200.512695,4207.692383,4235.384277,4190.256348,4082.05127,4209.743652,4198.974121
4226.153809,4254.358887,4198.974121,4198.461426,4197.436035,4195.384277,4196.922852,4197.436035,4200.512695,4213.846191,4192.307617,4082.563965,4208.205078,4194.871582
4242.563965,4265.12793,4198.974121,4199.487305,4192.307617,4192.820313,4195.897461,4194.358887,4192.820313,4186.666504,4190.256348,4084.102539,4209.230469,4193.333008
4253.333008,4289.743652,4197.94873,4199.487305,4190.256348,4194.358887,4195.897461,4197.436035,4191.281738,4185.12793,4188.717773,4082.563965,4210.769043,4200.512695
4250.256348,4295.897461,4196.410156,4197.436035,4195.384277,4195.384277,4195.897461,4200,4204.615234,4230.769043,4193.333008,4080.512695,4213.846191,4200.512695
4232.820313,4276.922852,4200,4201.538574,4206.153809,4196.922852,4200,4198.974121,4206.153809,4266.666504,4192.820313,4084.615234,4213.333008,4195.384277
4230.256348,4288.717773,4196.410156,4200.512695,4210.256348,4195.384277,4196.922852,4195.897461,4195.384277,4241.538574,4187.692383,4085.128174,4212.307617,4194.871582
4240,4297.436035,4200,4201.538574,4195.384277,4196.410156,4195.897461,4194.358887,4193.333008,4170.256348,4188.717773,4082.563965,4213.333008,4198.974121
4247.179199,4303.589844,4199.487305,4198.461426,4194.358887,4196.922852,4193.846191,4197.436035,4206.153809,4182.563965,4192.820313,4081.025635,4218.461426,4197.94873
4242.05127,4300,4202.563965,4199.487305,4209.230469,4200,4197.94873,4202.05127,4202.563965,4254.871582,4192.820313,4084.615234,4215.384277,4196.410156
4246.153809,4304.615234,4195.897461,4195.384277,4212.820313,4196.410156,4198.461426,4200,4196.410156,4270.769043,4190.769043,4085.640869,4215.897461,4195.384277
4244.102539,4280.512695,4199.487305,4196.410156,4202.05127,4194.358887,4198.461426,4197.94873,4192.307617,4206.666504,4190.769043,4084.615234,4217.94873,4196.410156
4243.07666,4275.384277,4198.974121,4193.846191,4193.333008,4195.384277,4196.410156,4198.974121,4194.871582,4170.769043,4191.794922,4083.076904,4217.94873,4197.436035
4244.102539,4289.230469,4200.512695,4194.871582,4187.692383,4197.436035,4200,4201.025391,4198.974121,4192.307617,4192.307617,4084.615234,4216.922852,4200
4248.205078,4302.05127,4198.974121,4194.871582,4198.461426,4192.820313,4197.94873,4199.487305,4203.589844,4235.384277,4192.307617,4084.102539,4220.512695,4196.922852
4243.07666,4289.743652,4200,4197.94873,4207.692383,4193.333008,4197.436035,4196.410156,4197.94873,4247.179199,4190.256348,4084.102539,4218.461426,4194.871582
4246.666504,4297.436035,4196.922852,4198.974121,4204.615234,4197.436035,4195.384277,4195.897461,4194.871582,4221.538574,4188.717773,4082.05127,4216.410156,4196.922852
4250.769043,4303.07666,4198.461426,4197.94873,4198.974121,4196.922852,4193.333008,4200,4196.922852,4188.205078,4189.743652,4081.53833,4221.538574,4198.974121
4244.615234,4289.230469,4199.487305,4196.922852,4201.025391,4193.846191,4195.384277,4202.05127,4197.94873,4184.615234,4190.256348,4083.5896,4224.615234,4197.436035
4237.94873,4286.153809,4197.436035,4198.974121,4203.07666,4194.871582,4197.94873,4200,4199.487305,4215.384277,4189.743652,4087.692139,4221.538574,4198.974121
4234.358887,4303.07666,4198.461426,4201.538574,4196.410156,4198.461426,4194.871582,4197.94873,4205.12793,4245.641113,4189.230469,4088.205078,4219.487305,4197.94873
4235.384277,4313.333008,4197.94873,4198.974121,4194.871582,4197.436035,4192.307617,4197.94873,4207.692383,4242.563965,4189.230469,4087.692139,4220.512695,4195.384277
4240,4307.179199,4199.487305,4197.94873,4201.025391,4196.410156,4196.922852,4198.461426,4205.12793,4211.281738,4188.717773,4087.179443,4222.563965,4198.461426
4244.102539,4307.179199,4197.94873,4197.436035,4205.12793,4195.384277,4195.897461,4198.974121,4205.12793,4195.897461,4191.281738,4085.640869,4225.12793,4198.974121
4242.563965,4307.179199,4201.025391,4198.461426,4203.07666,4197.436035,4198.461426,4198.974121,4201.538574,4204.615234,4193.846191,4087.692139,4222.05127,4197.94873
4251.281738,4318.974121,4197.94873,4195.384277,4205.641113,4195.384277,4198.461426,4196.922852,4204.102539,4241.025391,4191.794922,4086.666504,4224.102539,4198.974121
4254.871582,4306.153809,4201.538574,4200,4201.025391,4196.922852,4198.974121,4197.94873,4205.12793,4241.538574,4189.743652,4086.666504,4225.12793,4200.512695
4253.333008,4294.871582,4197.94873,4200.512695,4190.769043,4196.410156,4195.897461,4198.461426,4206.666504,4218.974121,4191.281738,4089.230713,4221.025391,4198.974121
4254.358887,4288.717773,4200,4199.487305,4193.846191,4197.436035,4198.974121,4196.410156,4200.512695,4201.538574,4193.333008,4091.281982,4215.384277,4200.512695
4261.025391,4301.538574,4200,4196.410156,4206.153809,4193.846191,4195.897461,4196.410156,4195.384277,4185.12793,4190.769043,4087.179443,4218.461426,4201.538574
4254.358887,4292.820313,4203.589844,4201.025391,4201.538574,4195.897461,4194.871582,4199.487305,4196.922852,4198.974121,4190.769043,4088.205078,4220,4203.07666
4257.94873,4302.05127,4197.436035,4200.512695,4194.358887,4195.384277,4194.358887,4199.487305,4207.179199,4254.358887,4192.820313,4089.230713,4223.07666,4202.05127
4263.589844,4304.615234,4198.461426,4198.974121,4203.589844,4197.94873,4198.974121,4199.487305,4202.563965,4253.333008,4191.281738,4088.205078,4221.538574,4200.512695
4269.230469,4307.692383,4199.487305,4195.897461,4204.102539,4195.384277,4197.94873,4198.461426,4194.358887,4197.436035,4188.717773,4087.179443,4220,4200
4274.358887,4304.102539,4201.538574,4197.94873,4187.179199,4194.871582,4196.410156,4196.410156,4197.94873,4177.436035,4191.794922,4087.179443,4222.563965,4201.025391
4276.922852,4301.025391,4200,4199.487305,4196.922852,4196.922852,4197.436035,4194.871582,4205.12793,4204.615234,4192.307617,4085.128174,4224.102539,4197.436035
4272.307617,4295.897461,4198.974121,4199.487305,4213.846191,4197.94873,4199.487305,4197.436035,4202.05127,4206.666504,4188.717773,4087.179443,4221.025391,4195.897461
4273.846191,4298.974121,4198.974121,4197.436035,4204.102539,4194.358887,4197.94873,4199.487305,4201.538574,4219.487305,4189.743652,4091.281982,4218.974121,4198.974121
4282.05127,4306.666504,4199.487305,4195.384277,4196.410156,4193.846191,4198.974121,4196.410156,4206.153809,4254.871582,4192.307617,4091.281982,4221.538574,4202.05127
4278.974121,4311.794922,4202.05127,4200.512695,4202.563965,4197.94873,4201.025391,4196.410156,4203.589844,4241.025391,4188.717773,4089.230713,4223.07666,4199.487305
4268.205078,4322.05127,4197.94873,4201.538574,4204.102539,4196.922852,4197.436035,4201.025391,4199.487305,4203.07666,4187.179199,4089.743408,4225.641113,4197.436035
4263.589844,4310.256348,4198.974121,4199.487305,4207.179199,4195.384277,4197.436035,4201.025391,4191.794922,4197.436035,4189.743652,4089.743408,4224.102539,4200
4268.205078,4299.487305,4198.974121,4197.436035,4214.358887,4195.897461,4197.436035,4196.922852,4191.794922,4212.307617,4191.794922,4087.179443,4223.589844,4203.07666
4265.12793,4285.12793,4202.05127,4198.974121,4197.94873,4198.974121,4197.94873,4198.461426,4194.871582,4219.487305,4191.794922,4088.717773,4221.025391,4201.538574
4261.538574,4276.922852,4197.436035,4195.897461,4188.205078,4194.358887,4195.384277,4199.487305,4200.512695,4229.743652,4191.281738,4090.256348,4218.461426,4197.94873
4262.05127,4282.563965,4199.487305,4202.05127,4206.153809,4194.871582,4198.974121,4198.461426,4202.05127,4211.794922,4191.281738,4091.281982,4219.487305,4200
4265.641113,4300.512695,4195.897461,4202.05127,4216.922852,4196.410156,4196.410156,4197.436035,4201.025391,4207.179199,4190.769043,4089.230713,4223.589844,4198.974121
4251.794922,4275.384277,4199.487305,4200,4198.461426,4199.487305,4198.461426,4198.461426,4193.333008,4218.461426,4189.743652,4088.205078,4219.487305,4199.487305
4251.281738,4276.410156,4197.94873,4197.94873,4197.436035,4197.436035,4197.94873,4200.512695,4197.94873,4216.922852,4188.717773,4089.230713,4218.974121,4201.025391
4257.94873,4292.820313,4198.974121,4199.487305,4214.358887,4197.436035,4197.436035,4202.563965,4200.512695,4210.256348,4189.230469,4093.333252,4221.538574,4200.512695
4253.333008,4291.281738,4195.384277,4195.897461,4208.205078,4195.384277,4193.846191,4199.487305,4199.487305,4222.05127,4187.692383,4089.230713,4222.563965,4196.922852
4226.153809,4263.07666,4198.974121,4198.461426,4191.794922,4196.922852,4198.974121,4196.410156,4198.461426,4219.487305,4187.179199,4085.640869,4215.384277,4198.461426
4207.692383,4256.922852,4198.974121,4202.05127,4202.563965,4195.897461,4198.461426,4196.410156,4203.07666,4217.94873,4189.230469,4089.230713,4212.820313,4198.461426
4208.205078,4245.12793,4200,4201.025391,4210.769043,4193.846191,4193.846191,4198.461426,4202.05127,4213.333008,4190.769043,4091.794678,4215.897461,4198.974121
4217.94873,4233.333008,4200.512695,4197.436035,4204.615234,4194.871582,4195.384277,4197.94873,4204.102539,4203.07666,4191.281738,4089.743408,4215.384277,4201.025391
4205.641113,4217.436035,4201.538574,4199.487305,4205.12793,4197.94873,4197.94873,4197.94873,4206.666504,4218.974121,4190.769043,4090.256348,4211.281738,4204.102539
4186.666504,4190.769043,4201.538574,4203.07666,4199.487305,4196.922852,4195.897461,4197.436035,4202.563965,4227.692383,4188.717773,4089.743408,4207.692383,4201.538574
4190.256348,4181.025391,4198.974121,4198.974121,4194.358887,4195.384277,4197.436035,4196.410156,4207.692383,4209.743652,4189.230469,4089.743408,4209.230469,4196.410156
4192.307617,4174.358887,4198.974121,4195.897461,4204.102539,4196.922852,4199.487305,4195.897461,4211.794922,4210.256348,4188.717773,4090.769043,4206.153809,4197.436035
4179.487305,4160.512695,4195.384277,4196.922852,4210.769043,4195.897461,4191.794922,4194.871582,4205.12793,4229.743652,4187.692383,4088.205078,4201.538574,4200
4168.717773,4146.666504,4196.922852,4200.512695,4199.487305,4196.922852,4193.333008,4196.410156,4199.487305,4228.205078,4188.717773,4087.692139,4199.487305,4196.410156
4175.384277,4158.461426,4194.358887,4197.436035,4191.794922,4196.410156,4197.436035,4197.436035,4212.820313,4238.974121,4190.769043,4091.281982,4204.102539,4194.871582
4174.358887,4145.641113,4200.512695,4198.461426,4194.871582,4199.487305,4197.94873,4196.922852,4214.358887,4227.179199,4189.230469,4091.794678,4198.974121,4197.436035
4164.615234,4123.589844,4199.487305,4198.974121,4201.538574,4197.94873,4193.333008,4196.410156,4203.07666,4200.512695,4188.205078,4087.179443,4191.794922,4197.436035
4160,4116.410156,4201.538574,4201.538574,4203.589844,4198.461426,4195.384277,4198.974121,4198.461426,4212.820313,4189.743652,4090.769043,4191.794922,4201.025391
4173.846191,4145.12793,4196.922852,4198.974121,4201.025391,4194.871582,4193.333008,4197.436035,4210.256348,4235.384277,4189.230469,4091.281982,4197.94873,4202.563965
4180,4156.410156,4200,4200.512695,4187.179199,4195.897461,4196.410156,4197.436035,4211.794922,4212.820313,4190.256348,4090.256348,4196.410156,4200
4184.615234,4164.615234,4198.461426,4198.974121,4187.179199,4194.358887,4195.384277,4199.487305,4211.281738,4215.384277,4192.307617,4087.692139,4196.410156,4198.461426
4186.666504,4150.256348,4200,4201.538574,4203.589844,4194.871582,4195.384277,4198.461426,4206.666504,4226.153809,4189.743652,4088.717773,4194.358887,4200.512695
4186.153809,4142.563965,4196.922852,4199.487305,4214.358887,4194.871582,4193.846191,4195.384277,4203.07666,4227.692383,4187.692383,4089.743408,4192.307617,4197.436035
4178.461426,4136.922852,4200,4197.436035,4201.025391,4196.922852,4196.410156,4197.94873,4202.563965,4226.666504,4190.256348,4092.307617,4191.281738,4195.384277
4178.461426,4136.922852,4200,4193.846191,4189.230469,4196.410156,4195.897461,4200,4207.179199,4219.487305,4189.743652,4088.205078,4193.333008,4195.384277
4173.333008,4130.769043,4198.461426,4195.384277,4182.05127,4198.461426,4194.871582,4198.461426,4205.12793,4206.153809,4188.205078,4087.179443,4194.358887,4199.487305
4171.794922,4138.461426,4196.410156,4198.974121,4182.563965,4198.461426,4193.846191,4197.94873,4205.641113,4207.179199,4188.717773,4089.743408,4194.358887,4202.05127
4179.487305,4140.512695,4198.461426,4198.974121,4200,4195.897461,4193.846191,4200.512695,4211.794922,4223.07666,4190.256348,4090.769043,4195.384277,4200
4187.692383,4131.281738,4200.512695,4198.461426,4206.153809,4196.410156,4196.922852,4200,4212.307617,4244.102539,4190.769043,4089.230713,4192.820313,4200
4193.846191,4141.025391,4198.974121,4196.922852,4196.410156,4197.94873,4196.922852,4194.871582,4209.743652,4233.333008,4189.743652,4087.692139,4193.333008,4201.025391
4188.205078,4146.153809,4200.512695,4199.487305,4194.358887,4198.461426,4197.436035,4194.358887,4201.538574,4189.743652,4187.692383,4088.205078,4194.871582,4198.461426
4179.487305,4129.230469,4198.461426,4199.487305,4203.07666,4193.846191,4195.897461,4198.461426,4200,4208.717773,4189.230469,4089.230713,4193.333008,4195.384277
4181.025391,4115.384277,4201.025391,4201.538574,4203.589844,4194.871582,4195.897461,4199.487305,4202.563965,4240,4190.769043,4090.256348,4188.717773,4196.410156
4191.281738,4142.05127,4197.436035,4198.974121,4195.384277,4197.94873,4192.820313,4197.436035,4206.666504,4221.025391,4190.256348,4088.205078,4191.281738,4198.974121
4178.461426,4145.641113,4198.974121,4198.461426,4191.794922,4200.512695,4196.410156,4199.487305,4198.974121,4198.461426,4191.281738,4088.717773,4190.769043,4200
4171.794922,4137.436035,4195.384277,4196.922852,4200.512695,4195.897461,4194.358887,4201.025391,4198.974121,4207.692383,4191.794922,4090.256348,4190.256348,4196.410156
4180,4139.487305,4201.025391,4201.538574,4196.410156,4195.384277,4194.358887,4198.461426,4204.615234,4198.974121,4189.743652,4090.769043,4192.307617,4195.897461
4183.07666,4156.922852,4197.436035,4199.487305,4186.153809,4194.871582,4194.358887,4197.94873,4205.641113,4204.102539,4190.256348,4087.692139,4194.871582,4196.922852
4175.384277,4134.871582,4197.94873,4198.974121,4188.717773,4196.922852,4200,4200,4197.94873,4221.538574,4191.281738,4088.205078,4188.717773,4196.922852
4185.641113,4131.794922,4197.436035,4199.487305,4202.05127,4197.436035,4196.922852,4197.94873,4204.615234,4241.025391,4188.717773,4089.230713,4188.717773,4194.871582
4192.307617,4145.641113,4203.589844,4201.025391,4199.487305,4199.487305,4195.384277,4196.922852,4207.179199,4232.307617,4189.743652,4089.230713,4190.769043,4197.94873
4188.205078,4148.205078,4201.538574,4198.461426,4188.205078,4197.94873,4195.897461,4195.384277,4199.487305,4188.205078,4191.281738,4086.153809,4191.281738,4198.974121
4180.512695,4124.615234,4201.538574,4197.94873,4185.641113,4198.461426,4196.922852,4195.384277,4196.922852,4170.769043,4190.256348,4087.692139,4186.666504,4198.974121
4178.974121,4124.615234,4199.487305,4196.410156,4195.384277,4197.94873,4194.358887,4200,4206.153809,4212.307617,4188.717773,4089.743408,4185.12793,4198.974121
4176.410156,4137.94873,4198.974121,4197.94873,4203.589844,4197.436035,4195.897461,4203.589844,4204.615234,4235.384277,4190.256348,4090.256348,4188.717773,4197.436035
4176.922852,4152.307617,4199.487305,4200.512695,4202.563965,4197.436035,4197.436035,4200,4202.05127,4233.846191,4190.256348,4089.743408,4196.410156,4195.897461
4184.102539,4158.461426,4198.974121,4197.94873,4195.384277,4197.94873,4194.871582,4200.512695,4207.692383,4233.333008,4187.179199,4090.256348,4198.974121,4198.974121
4188.205078,4150.256348,4200.512695,4196.922852,4195.384277,4197.94873,4196.410156,4203.07666,4207.179199,4218.461426,4185.641113,4090.256348,4191.281738,4200
4186.666504,4143.07666,4200.512695,4199.487305,4204.102539,4195.384277,4196.922852,4200,4205.641113,4204.615234,4189.230469,4089.230713,4185.12793,4196.410156
4188.717773,4129.743652,4201.025391,4200,4199.487305,4197.436035,4195.897461,4196.410156,4201.025391,4203.07666,4191.281738,4090.769043,4187.179199,4195.897461
4193.333008,4126.666504,4194.871582,4195.897461,4190.769043,4196.922852,4194.358887,4198.461426,4200,4205.12793,4188.205078,4090.769043,4193.333008,4197.94873
4183.589844,4140.512695,4199.487305,4199.487305,4193.846191,4197.94873,4195.897461,4201.538574,4201.025391,4217.94873,4187.692383,4089.230713,4188.717773,4197.94873
4175.384277,4175.384277,4197.436035,4197.94873,4199.487305,4196.410156,4193.333008,4198.974121,4207.179199,4245.12793,4191.281738,4085.640869,4191.281738,4196.410156
4165.641113,4170.256348,4196.922852,4197.94873,4194.358887,4198.461426,4196.410156,4195.897461,4202.563965,4225.12793,4189.743652,4086.153809,4194.358887,4198.461426
4163.589844,4153.333008,4195.897461,4195.384277,4194.358887,4196.922852,4197.436035,4195.384277,4198.974121,4189.230469,4185.641113,4085.128174,4191.281738,4200
4167.692383,4135.897461,4202.563965,4197.436035,4190.256348,4196.410156,4198.974121,4198.461426,4199.487305,4175.384277,4187.179199,4086.153809,4185.12793,4198.461426
4177.94873,4144.102539,4196.410156,4196.410156,4180,4194.358887,4195.384277,4200,4205.12793,4194.358887,4188.205078,4088.717773,4186.153809,4195.897461
4170.769043,4138.461426,4197.436035,4200,4184.615234,4198.461426,4197.94873,4200,4201.025391,4218.974121,4187.692383,4090.769043,4182.563965,4198.461426
4166.666504,4132.820313,4198.461426,4197.94873,4199.487305,4197.94873,4196.922852,4200,4197.94873,4235.384277,4188.717773,4087.179443,4182.05127,4199.487305
4175.897461,4135.384277,4201.025391,4197.94873,4197.94873,4197.436035,4194.871582,4200,4202.563965,4217.94873,4191.281738,4086.666504,4184.102539,4197.436035
4186.153809,4162.05127,4197.436035,4200,4196.922852,4196.922852,4191.794922,4199.487305,4208.205078,4201.025391,4190.256348,4089.230713,4183.589844,4197.436035
4177.94873,4158.461426,4197.436035,4201.025391,4200.512695,4196.922852,4196.922852,4199.487305,4199.487305,4210.769043,4190.256348,4091.281982,4185.641113,4198.974121
4173.846191,4145.12793,4197.436035,4197.436035,4189.743652,4194.871582,4200,4195.897461,4197.94873,4224.102539,4190.769043,4088.205078,4189.230469,4197.436035
4173.846191,4143.589844,4198.461426,4198.461426,4179.487305,4194.871582,4197.94873,4193.333008,4205.12793,4217.94873,4188.205078,4086.153809,4186.153809,4197.94873
4161.538574,4143.589844,4198.461426,4201.538574,4198.461426,4195.384277,4195.384277,4195.897461,4204.615234,4214.358887,4186.666504,4087.179443,4186.153809,4200.512695
4152.307617,4149.230469,4194.871582,4200.512695,4209.743652,4197.94873,4194.358887,4198.974121,4202.563965,4228.205078,4190.256348,4089.743408,4192.820313,4200
4162.05127,4154.358887,4195.897461,4199.487305,4192.820313,4200.512695,4195.384277,4198.974121,4206.666504,4230.256348,4189.743652,4089.743408,4187.692383,4196.410156
4163.07666,4146.666504,4196.410156,4195.897461,4186.666504,4194.358887,4195.384277,4198.461426,4206.153809,4213.846191,4184.615234,4087.692139,4180,4196.410156
4145.12793,4134.358887,4201.538574,4196.922852,4189.743652,4194.871582,4198.461426,4199.487305,4200,4196.922852,4184.102539,4087.692139,4182.05127,4202.05127
4145.12793,4152.307617,4197.94873,4196.410156,4191.281738,4197.94873,4195.384277,4197.94873,4206.666504,4205.641113,4188.205078,4086.153809,4191.281738,4201.025391
4154.871582,4158.974121,4200,4198.974121,4192.820313,4198.461426,4195.384277,4195.384277,4206.666504,4211.794922,4190.769043,4084.615234,4192.820313,4195.384277
4154.871582,4159.487305,4196.922852,4197.436035,4190.769043,4193.846191,4197.436035,4195.384277,4204.102539,4229.743652,4190.769043,4083.5896,4190.769043,4193.333008
4149.743652,4151.794922,4199.487305,4198.974121,4182.05127,4197.94873,4201.025391,4196.410156,4204.615234,4228.205078,4189.743652,4086.666504,4187.179199,4200
4162.563965,4158.461426,4196.410156,4197.436035,4186.153809,4196.410156,4195.384277,4192.820313,4208.205078,4210.256348,4191.281738,4088.717773,4187.692383,4201.025391
4170.256348,4150.769043,4199.487305,4200,4185.641113,4195.384277,4195.897461,4192.820313,4204.102539,4209.230469,4193.333008,4089.743408,4187.179199,4195.897461
4176.410156,4157.436035,4197.436035,4196.410156,4183.07666,4194.358887,4195.897461,4197.94873,4208.717773,4231.281738,4192.307617,4086.666504,4188.717773,4195.384277
4178.461426,4162.05127,4200.512695,4195.897461,4193.846191,4196.922852,4194.871582,4198.974121,4211.281738,4217.94873,4189.743652,4085.128174,4189.743652,4201.025391
4175.384277,4166.153809,4197.436035,4196.410156,4204.102539,4196.922852,4194.358887,4193.333008,4206.153809,4201.025391,4187.692383,4084.102539,4191.281738,4197.436035
4160.512695,4154.871582,4197.94873,4198.974121,4191.794922,4198.974121,4199.487305,4193.846191,4203.07666,4218.461426,4187.179199,4085.640869,4184.615234,4196.410156
4158.461426,4164.615234,4198.461426,4197.436035,4185.12793,4197.436035,4196.922852,4196.922852,4211.794922,4253.846191,4189.743652,4085.128174,4183.589844,4201.538574
4166.666504,4168.205078,4200,4197.436035,4192.820313,4197.436035,4196.410156,4197.94873,4214.358887,4245.12793,4191.794922,4087.692139,4190.256348,4201.538574
4167.692383,4160.512695,4197.436035,4197.94873,4195.897461,4197.436035,4196.922852,4196.922852,4210.769043,4220,4188.205078,4088.717773,4191.794922,4198.974121
4163.589844,4158.974121,4196.922852,4196.922852,4197.436035,4196.922852,4193.846191,4194.871582,4209.230469,4220,4188.717773,4086.666504,4189.743652,4201.538574
4171.794922,4164.102539,4200.512695,4197.436035,4199.487305,4197.94873,4193.846191,4194.871582,4206.666504,4214.358887,4192.820313,4086.666504,4189.230469,4202.05127
4178.974121,4168.205078,4198.461426,4197.436035,4196.410156,4196.922852,4195.897461,4197.436035,4206.153809,4211.281738,4191.281738,4086.153809,4188.717773,4199.487305
4174.358887,4172.307617,4198.974121,4196.922852,4189.743652,4194.871582,4195.897461,4200,4209.743652,4240.512695,4189.743652,4085.640869,4187.692383,4198.461426
4177.94873,4177.436035,4197.436035,4194.358887,4189.743652,4194.871582,4194.358887,4197.436035,4215.897461,4255.384277,4191.794922,4084.102539,4191.281738,4197.436035
4184.615234,4166.153809,4201.025391,4197.94873,4187.692383,4200,4196.922852,4196.410156,4208.205078,4212.820313,4191.281738,4086.153809,4190.769043,4198.461426
4185.12793,4168.205078,4199.487305,4195.384277,4187.179199,4200,4193.846191,4198.461426,4204.615234,4201.538574,4190.769043,4089.230713,4188.205078,4198.461426
4176.922852,4155.384277,4201.025391,4195.897461,4191.794922,4200,4195.897461,4200,4206.666504,4212.307617,4191.281738,4089.230713,4183.589844,4197.436035
4176.410156,4145.12793,4194.871582,4195.384277,4197.436035,4196.410156,4195.384277,4197.94873,4206.666504,4210.769043,4189.230469,4085.640869,4181.025391,4196.922852
4176.922852,4143.07666,4197.94873,4197.94873,4192.307617,4196.922852,4196.410156,4198.461426,4201.025391,4221.025391,4190.769043,4086.666504,4181.025391,4200.512695
4179.487305,4164.102539,4195.897461,4195.897461,4188.717773,4196.922852,4194.358887,4198.461426,4207.692383,4243.589844,4192.307617,4088.205078,4187.179199,4199.487305
4171.794922,4158.974121,4198.974121,4199.487305,4188.717773,4200,4196.922852,4195.897461,4210.256348,4230.769043,4187.179199,4087.179443,4187.179199,4197.94873
4168.205078,4163.589844,4196.922852,4197.436035,4188.205078,4197.94873,4196.922852,4194.871582,4208.717773,4216.922852,4184.102539,4086.153809,4188.717773,4195.897461
4163.589844,4170.769043,4198.461426,4195.897461,4183.589844,4198.461426,4197.94873,4196.922852,4208.205078,4223.589844,4190.256348,4089.743408,4189.743652,4195.897461
4151.281738,4166.153809,4194.871582,4197.94873,4186.666504,4197.436035,4193.333008,4195.384277,4210.256348,4225.641113,4190.769043,4086.666504,4185.12793,4195.384277
4142.05127,4148.205078,4197.436035,4201.538574,4185.12793,4197.436035,4196.410156,4194.358887,4202.05127,4202.563965,4186.153809,4084.102539,4180.512695,4196.922852
4164.615234,4165.641113,4198.461426,4198.974121,4182.563965,4195.384277,4200,4197.94873,4202.05127,4199.487305,4188.717773,4086.153809,4188.717773,4197.436035
4183.07666,4172.307617,4197.94873,4197.94873,4192.307617,4195.897461,4198.461426,4200.512695,4208.717773,4220.512695,4192.307617,4086.153809,4196.410156,4197.436035
4174.871582,4155.897461,4196.922852,4197.436035,4197.436035,4196.410156,4196.922852,4197.94873,4207.692383,4230.256348,4188.717773,4084.615234,4189.230469,4196.410156
4169.230469,4156.922852,4197.94873,4195.897461,4188.205078,4197.436035,4198.974121,4197.94873,4202.563965,4209.230469,4187.179199,4086.666504,4183.589844,4194.871582
4177.94873,4159.487305,4199.487305,4198.461426,4189.230469,4197.436035,4200.512695,4200.512695,4203.07666,4200.512695,4188.205078,4085.640869,4184.102539,4194.358887
4174.358887,4148.717773,4197.94873,4200,4193.333008,4194.871582,4197.436035,4200,4207.179199,4221.025391,4188.717773,4082.05127,4184.615234,4195.897461
4162.05127,4151.281738,4200,4197.94873,4184.615234,4196.922852,4196.922852,4198.974121,4204.615234,4220.512695,4190.256348,4084.615234,4184.615234,4196.922852
4162.05127,4170.769043,4195.384277,4193.846191,4184.102539,4196.410156,4196.410156,4198.461426,4205.641113,4208.717773,4190.256348,4088.205078,4187.692383,4195.384277
4165.12793,4166.153809,4195.384277,4199.487305,4190.769043,4196.410156,4199.487305,4197.94873,4205.641113,4203.07666,4188.205078,4088.205078,4188.717773,4194.871582
4172.820313,4171.794922,4194.358887,4196.922852,4188.205078,4196.922852,4198.974121,4197.436035,4207.692383,4203.07666,4189.743652,4084.615234,4189.743652,4196.922852
4166.666504,4165.641113,4200,4193.333008,4183.589844,4197.94873,4201.538574,4197.436035,4207.692383,4206.666504,4192.820313,4086.153809,4187.179199,4198.974121
4158.461426,4164.102539,4198.461426,4193.333008,4191.794922,4193.846191,4199.487305,4197.436035,4211.794922,4237.94873,4189.743652,4087.692139,4188.717773,4195.897461
4161.025391,4155.384277,4201.025391,4199.487305,4193.846191,4198.461426,4200.512695,4197.94873,4209.743652,4241.538574,4187.179199,4088.205078,4188.717773,4197.436035
4168.717773,4160,4196.410156,4196.410156,4190.769043,4198.974121,4197.436035,4195.897461,4212.820313,4220,4188.205078,4083.5896,4187.179199,4197.436035
4158.461426,4158.974121,4197.436035,4197.436035,4187.692383,4196.410156,4197.94873,4197.436035,4209.743652,4208.717773,4188.205078,4084.615234,4186.666504,4195.897461
4155.897461,4173.333008,4194.358887,4197.436035,4188.205078,4194.358887,4196.410156,4200.512695,4205.641113,4218.461426,4187.692383,4087.179443,4192.820313,4197.436035
4161.025391,4164.102539,4196.410156,4195.897461,4191.794922,4197.436035,4196.922852,4200.512695,4206.666504,4208.205078,4188.205078,4087.692139,4192.820313,4201.025391
4166.153809,4155.897461,4195.897461,4196.410156,4190.769043,4196.410156,4194.358887,4196.410156,4213.846191,4202.05127,4189.230469,4087.179443,4190.769043,4197.436035
4165.641113,4163.589844,4197.94873,4200.512695,4178.974121,4196.410156,4195.897461,4196.922852,4207.692383,4219.487305,4189.230469,4088.717773,4191.281738,4197.436035
